Pokedex Number,Pokemon Name,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Primary Egg Group,Secondary Egg Group,Egg Cycle Count
359,Absol,Mega,NULL,1.2,49.0,Dark,NULL,50.0,50.0,35,X,65,150,60,115,60,115,565,0,2,0,0,0,0,2,30,Medium Slow,1059860,Field,NULL,25
360,Wynaut,NULL,NULL,0.6,14.0,Psychic,NULL,50.0,50.0,50,Ruby,95,23,48,23,48,23,260,1,0,0,0,0,0,1,125,Medium Fast,1000000,No Eggs Discovered,NULL,20
361,Snorunt,NULL,NULL,0.7,16.8,Ice,NULL,50.0,50.0,50,Ruby,50,50,50,50,50,50,300,1,0,0,0,0,0,1,190,Medium Fast,1000000,Fairy,Mineral,20
362,Glalie,NULL,NULL,1.5,256.5,Ice,NULL,50.0,50.0,50,Ruby,80,80,80,80,80,80,480,2,0,0,0,0,0,2,75,Medium Fast,1000000,Fairy,Mineral,20
362,Glalie,Mega,NULL,2.1,350.2,Ice,NULL,50.0,50.0,70,Omega Ruby,80,120,80,120,80,100,580,2,0,0,0,0,0,2,75,Medium Fast,1000000,Fairy,Mineral,20
363,Spheal,NULL,NULL,0.8,39.5,Ice,Water,50.0,50.0,50,Ruby,70,40,50,55,50,25,290,1,0,0,0,0,0,1,255,Medium Slow,1059860,Water 1,Field,20
364,Sealeo,NULL,NULL,1.1,87.6,Ice,Water,50.0,50.0,50,Ruby,90,60,70,75,70,45,410,2,0,0,0,0,0,2,120,Medium Slow,1059860,Water 1,Field,20
365,Walrein,NULL,NULL,1.4,150.6,Ice,Water,50.0,50.0,50,Ruby,110,80,90,95,90,65,530,3,0,0,0,0,0,3,45,Medium Slow,1059860,Water 1,Field,20
366,Clamperl,NULL,NULL,0.4,52.5,Water,NULL,50.0,50.0,50,Ruby,35,64,85,74,55,32,345,0,0,1,0,0,0,1,255,Erratic,600000,Water 1,NULL,20
367,Huntail,NULL,NULL,1.7,27.0,Water,NULL,50.0,50.0,50,Ruby,55,104,105,94,75,52,485,0,1,1,0,0,0,2,60,Erratic,600000,Water 1,NULL,20
368,Gorebyss,NULL,NULL,1.8,22.6,Water,NULL,50.0,50.0,50,Ruby,55,84,105,114,75,52,485,0,0,0,2,0,0,2,60,Erratic,600000,Water 1,NULL,20
369,Relicanth,NULL,NULL,1.0,23.4,Water,Rock,87.5,12.5,50,Ruby,100,90,130,45,65,55,485,1,0,1,0,0,0,2,25,Slow,1250000,Water 1,Water 2,40
370,Luvdisc,NULL,NULL,0.6,8.7,Water,NULL,25.0,75.0,50,Ruby,43,30,55,40,65,97,330,0,0,0,0,0,1,1,225,Fast,800000,Water 2,NULL,20
371,Bagon,NULL,NULL,0.6,42.1,Dragon,NULL,50.0,50.0,35,Ruby,45,75,60,40,30,50,300,0,1,0,0,0,0,1,45,Slow,1250000,Dragon,NULL,40
372,Shelgon,NULL,NULL,1.1,110.5,Dragon,NULL,50.0,50.0,35,Ruby,65,95,100,60,50,50,420,0,0,2,0,0,0,2,45,Slow,1250000,Dragon,NULL,40
373,Salamence,NULL,NULL,1.5,102.6,Dragon,Flying,50.0,50.0,35,Ruby,95,135,80,110,80,100,600,0,3,0,0,0,0,3,45,Slow,1250000,Dragon,NULL,40
373,Salamence,Mega,NULL,1.8,112.6,Dragon,Flying,50.0,50.0,35,Omega Ruby,95,145,130,120,90,120,700,0,3,0,0,0,0,3,45,Slow,1250000,Dragon,NULL,40
374,Beldum,NULL,NULL,0.6,95.2,Steel,Psychic,0.0,0.0,35,Ruby,40,55,80,35,60,30,300,0,0,1,0,0,0,1,3,Slow,1250000,Mineral,NULL,40
375,Metang,NULL,NULL,1.2,202.5,Steel,Psychic,0.0,0.0,35,Ruby,60,75,100,55,80,50,420,0,0,2,0,0,0,2,3,Slow,1250000,Mineral,NULL,40
376,Metagross,NULL,NULL,1.6,550.0,Steel,Psychic,0.0,0.0,35,Ruby,80,135,130,95,90,70,600,0,0,3,0,0,0,3,3,Slow,1250000,Mineral,NULL,40
376,Metagross,Mega,NULL,2.5,942.9,Steel,Psychic,0.0,0.0,35,Omega Ruby,80,145,150,105,110,110,700,0,0,3,0,0,0,3,3,Slow,1250000,Mineral,NULL,40
377,Regirock,NULL,Sub-Legendary,1.7,230.0,Rock,NULL,0.0,0.0,35,Ruby,80,100,200,50,100,50,580,0,0,3,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
378,Regice,NULL,Sub-Legendary,1.8,175.0,Ice,NULL,0.0,0.0,35,Ruby,80,50,100,100,200,50,580,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
379,Registeel,NULL,Sub-Legendary,1.9,205.0,Steel,NULL,0.0,0.0,35,Ruby,80,75,150,75,150,50,580,0,0,2,0,1,0,3,3,Slow,1250000,No Eggs Discovered,NULL,80
380,Latias,NULL,Sub-Legendary,1.4,40.0,Dragon,Psychic,0.0,100.0,90,Ruby,80,80,90,110,130,110,600,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
380,Latias,Mega,NULL,1.8,52.0,Dragon,Psychic,0.0,100.0,90,Omega Ruby,80,100,120,140,150,110,700,0,0,0,0,3,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
381,Latios,NULL,Sub-Legendary,2.0,60.0,Dragon,Psychic,100.0,0.0,90,Ruby,80,90,80,130,110,110,600,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
381,Latios,Mega,NULL,2.3,70.0,Dragon,Psychic,100.0,0.0,90,Omega Ruby,80,130,100,160,120,110,700,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
382,Kyogre,NULL,Legendary,4.5,352.0,Water,NULL,0.0,0.0,0,Ruby,100,100,90,150,140,90,670,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
382,Kyogre,Primal,Legendary,9.8,430.0,Water,NULL,0.0,0.0,0,Omega Ruby,100,150,90,180,160,90,770,0,0,0,3,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
383,Groudon,NULL,Legendary,3.5,950.0,Ground,NULL,0.0,0.0,0,Ruby,100,150,140,100,90,90,670,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
383,Groudon,Primal,Legendary,5.0,999.7,Ground,Fire,0.0,0.0,0,Omega Ruby,100,180,160,150,90,90,770,0,3,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
384,Rayquaza,NULL,Legendary,7.0,206.5,Dragon,Flying,0.0,0.0,0,Ruby,105,150,90,150,90,95,680,0,2,0,1,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
384,Rayquaza,Mega,Legendary,10.8,392.0,Dragon,Flying,0.0,0.0,0,Omega Ruby,105,180,100,180,100,115,780,0,2,0,1,0,0,3,45,Slow,1250000,No Eggs Discovered,NULL,120
385,Jirachi,NULL,Mythical,0.3,1.1,Steel,Psychic,0.0,0.0,100,Ruby,100,100,100,100,100,100,600,3,0,0,0,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
386,Deoxys,NULL,Mythical,1.7,60.8,Psychic,NULL,0.0,0.0,0,Ruby,50,150,50,150,50,150,600,0,1,0,1,0,1,3,3,Slow,1250000,No Eggs Discovered,NULL,120
386,Deoxys,Attack,Mythical,1.7,60.8,Psychic,NULL,0.0,0.0,0,Fire Red,50,180,20,180,20,150,600,0,2,0,1,0,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
386,Deoxys,Defense,Mythical,1.7,60.8,Psychic,NULL,0.0,0.0,0,Leaf Green,50,70,160,70,160,90,600,0,0,2,0,1,0,3,3,Slow,1250000,No Eggs Discovered,NULL,120
386,Deoxys,Speed,Mythical,1.7,60.8,Psychic,NULL,0.0,0.0,0,Emerald,50,95,90,95,90,180,600,0,0,0,0,0,3,3,3,Slow,1250000,No Eggs Discovered,NULL,120
387,Turtwig,NULL,NULL,0.4,10.2,Grass,NULL,87.5,12.5,50,Diamond,55,68,64,45,55,31,318,0,1,0,0,0,0,1,45,Medium Slow,1059860,Monster,Grass,20
388,Grotle,NULL,NULL,1.1,97.0,Grass,NULL,87.5,12.5,50,Diamond,75,89,85,55,65,36,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,Monster,Grass,20
389,Torterra,NULL,NULL,2.2,310.0,Grass,Ground,87.5,12.5,50,Diamond,95,109,105,75,85,56,525,0,2,1,0,0,0,3,45,Medium Slow,1059860,Monster,Grass,20
390,Chimchar,NULL,NULL,0.5,6.2,Fire,NULL,87.5,12.5,50,Diamond,44,58,44,58,44,61,309,0,0,0,0,0,1,1,45,Medium Slow,1059860,Field,Human-Like,20
391,Monferno,NULL,NULL,0.9,22.0,Fire,Fighting,87.5,12.5,50,Diamond,64,78,52,78,52,81,405,0,0,0,1,0,1,2,45,Medium Slow,1059860,Field,Human-Like,20
392,Infernape,NULL,NULL,1.2,55.0,Fire,Fighting,87.5,12.5,50,Diamond,76,104,71,104,71,108,534,0,1,0,1,0,1,3,45,Medium Slow,1059860,Field,Human-Like,20
393,Piplup,NULL,NULL,0.4,5.2,Water,NULL,87.5,12.5,50,Diamond,53,51,53,61,56,40,314,0,0,0,1,0,0,1,45,Medium Slow,1059860,Water 1,Field,20
394,Prinplup,NULL,NULL,0.8,23.0,Water,NULL,87.5,12.5,50,Diamond,64,66,68,81,76,50,405,0,0,0,2,0,0,2,45,Medium Slow,1059860,Water 1,Field,20
395,Empoleon,NULL,NULL,1.7,84.5,Water,Steel,87.5,12.5,50,Diamond,84,86,88,111,101,60,530,0,0,0,3,0,0,3,45,Medium Slow,1059860,Water 1,Field,20
396,Starly,NULL,NULL,0.3,2.0,Normal,Flying,50.0,50.0,50,Diamond,40,55,30,30,30,60,245,0,0,0,0,0,1,1,255,Medium Slow,1059860,Flying,NULL,15
397,Staravia,NULL,NULL,0.6,15.5,Normal,Flying,50.0,50.0,50,Diamond,55,75,50,40,40,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,Flying,NULL,15
398,Staraptor,NULL,NULL,1.2,24.9,Normal,Flying,50.0,50.0,50,Diamond,85,120,70,50,60,100,485,0,3,0,0,0,0,3,45,Medium Slow,1059860,Flying,NULL,15
399,Bidoof,NULL,NULL,0.5,20.0,Normal,NULL,50.0,50.0,50,Diamond,59,45,40,35,40,31,250,1,0,0,0,0,0,1,255,Medium Fast,1000000,Water 1,Field,15
400,Bibarel,NULL,NULL,1.0,31.5,Normal,Water,50.0,50.0,50,Diamond,79,85,60,55,60,71,410,0,2,0,0,0,0,2,127,Medium Fast,1000000,Water 1,Field,15
401,Kricketot,NULL,NULL,0.3,2.2,Bug,NULL,50.0,50.0,50,Diamond,37,25,41,25,41,25,194,0,0,1,0,0,0,1,255,Medium Slow,1059860,Bug,NULL,15
402,Kricketune,NULL,NULL,1.0,25.5,Bug,NULL,50.0,50.0,50,Diamond,77,85,51,55,51,65,384,0,2,0,0,0,0,2,45,Medium Slow,1059860,Bug,NULL,15
403,Shinx,NULL,NULL,0.5,9.5,Electric,NULL,50.0,50.0,50,Diamond,45,65,34,40,34,45,263,0,1,0,0,0,0,1,235,Medium Slow,1059860,Field,NULL,20
404,Luxio,NULL,NULL,0.9,30.5,Electric,NULL,50.0,50.0,100,Diamond,60,85,49,60,49,60,363,0,2,0,0,0,0,2,120,Medium Slow,1059860,Field,NULL,20
405,Luxray,NULL,NULL,1.4,42.0,Electric,NULL,50.0,50.0,50,Diamond,80,120,79,95,79,70,523,0,3,0,0,0,0,3,45,Medium Slow,1059860,Field,NULL,20
406,Budew,NULL,NULL,0.2,1.2,Grass,Poison,50.0,50.0,50,Diamond,40,30,35,50,70,55,280,0,0,0,1,0,0,1,255,Medium Slow,1059860,No Eggs Discovered,NULL,20
407,Roserade,NULL,NULL,0.9,14.5,Grass,Poison,50.0,50.0,50,Diamond,60,70,65,125,105,90,515,0,0,0,3,0,0,3,75,Medium Slow,1059860,Fairy,Grass,20
408,Cranidos,NULL,NULL,0.9,31.5,Rock,NULL,87.5,12.5,50,Diamond,67,125,40,30,30,58,350,0,1,0,0,0,0,1,45,Erratic,600000,Monster,NULL,30
409,Rampardos,NULL,NULL,1.6,102.5,Rock,NULL,87.5,12.5,50,Diamond,97,165,60,65,50,58,495,0,2,0,0,0,0,2,45,Erratic,600000,Monster,NULL,30
410,Shieldon,NULL,NULL,0.5,57.0,Rock,Steel,87.5,12.5,50,Diamond,30,42,118,42,88,30,350,0,0,1,0,0,0,1,45,Erratic,600000,Monster,NULL,30
411,Bastiodon,NULL,NULL,1.3,149.5,Rock,Steel,87.5,12.5,50,Diamond,60,52,168,47,138,30,495,0,0,2,0,0,0,2,45,Erratic,600000,Monster,NULL,30
412,Burmy,NULL,NULL,0.2,3.4,Bug,NULL,50.0,50.0,50,Diamond,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NULL,15
412,Burmy,Sandy,NULL,0.2,3.4,Bug,NULL,50.0,50.0,50,Diamond,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NULL,15
412,Burmy,Trash,NULL,0.2,3.4,Bug,NULL,50.0,50.0,50,Diamond,40,29,45,29,45,36,224,0,0,0,0,1,0,1,120,Medium Fast,1000000,Bug,NULL,15
413,Wormadam,NULL,NULL,0.5,6.5,Bug,Grass,0.0,100.0,50,Diamond,60,59,85,79,105,36,424,0,0,0,0,2,0,2,45,Medium Fast,1000000,Bug,NULL,15
413,Wormadam,Sandy,NULL,0.5,6.5,Bug,Ground,0.0,100.0,50,Diamond,60,79,105,59,85,36,424,0,0,2,0,0,0,2,45,Medium Fast,1000000,Bug,NULL,15
413,Wormadam,Trash,NULL,0.5,6.5,Bug,Steel,0.0,100.0,50,Diamond,60,69,95,69,95,36,424,0,0,1,0,1,0,2,45,Medium Fast,1000000,Bug,NULL,15
414,Mothim,NULL,NULL,0.9,23.3,Bug,Flying,100.0,0.0,50,Diamond,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,Medium Fast,1000000,Bug,NULL,15
414,Mothim,NULL,NULL,0.9,23.3,Bug,Flying,100.0,0.0,50,Diamond,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,Medium Fast,1000000,Bug,NULL,15
414,Mothim,NULL,NULL,0.9,23.3,Bug,Flying,100.0,0.0,50,Diamond,70,94,50,94,50,66,424,0,1,0,1,0,0,2,45,Medium Fast,1000000,Bug,NULL,15
415,Combee,NULL,NULL,0.3,5.5,Bug,Flying,87.5,12.5,50,Diamond,30,30,42,30,42,70,244,0,0,0,0,0,1,1,120,Medium Slow,1059860,Bug,NULL,15
416,Vespiquen,NULL,NULL,1.2,38.5,Bug,Flying,0.0,100.0,50,Diamond,70,80,102,80,102,40,474,0,0,1,0,1,0,2,45,Medium Slow,1059860,Bug,NULL,15
417,Pachirisu,NULL,NULL,0.4,3.9,Electric,NULL,50.0,50.0,100,Diamond,60,45,70,45,90,95,405,0,0,0,0,0,1,1,200,Medium Fast,1000000,Field,Fairy,10
418,Buizel,NULL,NULL,0.7,29.5,Water,NULL,50.0,50.0,50,Diamond,55,65,35,60,30,85,330,0,0,0,0,0,1,1,190,Medium Fast,1000000,Water 1,Field,20
419,Floatzel,NULL,NULL,1.1,33.5,Water,NULL,50.0,50.0,50,Diamond,85,105,55,85,50,115,495,0,0,0,0,0,2,2,75,Medium Fast,1000000,Water 1,Field,20
420,Cherubi,NULL,NULL,0.4,3.3,Grass,NULL,50.0,50.0,50,Diamond,45,35,45,62,53,35,275,0,0,0,1,0,0,1,190,Medium Fast,1000000,Fairy,Grass,20
421,Cherrim,NULL,NULL,0.5,9.3,Grass,NULL,50.0,50.0,50,Diamond,70,60,70,87,78,85,450,0,0,0,2,0,0,2,75,Medium Fast,1000000,Fairy,Grass,20
422,Shellos,NULL,NULL,0.3,6.3,Water,NULL,50.0,50.0,50,Diamond,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water 1,Amorphous,20
422,Shellos,East Sea,NULL,0.3,6.3,Water,NULL,50.0,50.0,50,Diamond,76,48,48,57,62,34,325,1,0,0,0,0,0,1,190,Medium Fast,1000000,Water 1,Amorphous,20
423,Gastrodon,NULL,NULL,0.9,29.9,Water,Ground,50.0,50.0,50,Diamond,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water 1,Amorphous,20
423,Gastrodon,East Sea,NULL,0.9,29.9,Water,Ground,50.0,50.0,50,Diamond,111,83,68,92,82,39,475,2,0,0,0,0,0,2,75,Medium Fast,1000000,Water 1,Amorphous,20
424,Ambipom,NULL,NULL,1.2,20.3,Normal,NULL,50.0,50.0,100,Diamond,75,100,66,60,66,115,482,0,0,0,0,0,2,2,45,Fast,800000,Field,NULL,20
425,Drifloon,NULL,NULL,0.4,1.2,Ghost,Flying,50.0,50.0,50,Diamond,90,50,34,60,44,70,348,1,0,0,0,0,0,1,125,Fluctuating,1640000,Amorphous,NULL,30
426,Drifblim,NULL,NULL,1.2,15.0,Ghost,Flying,50.0,50.0,50,Diamond,150,80,44,90,54,80,498,2,0,0,0,0,0,2,60,Fluctuating,1640000,Amorphous,NULL,30
427,Buneary,NULL,NULL,0.4,5.5,Normal,NULL,50.0,50.0,0,Diamond,55,66,44,44,56,85,350,0,0,0,0,0,1,1,190,Medium Fast,1000000,Field,Human-Like,20
428,Lopunny,NULL,NULL,1.2,33.3,Normal,NULL,50.0,50.0,140,Diamond,65,76,84,54,96,105,480,0,0,0,0,0,2,2,60,Medium Fast,1000000,Field,Human-Like,20
428,Lopunny,Mega,NULL,1.3,28.3,Normal,Fighting,50.0,50.0,140,Omega Ruby,65,136,94,54,96,135,580,0,0,0,0,0,2,2,60,Medium Fast,1000000,Field,Human-Like,20
429,Mismagius,NULL,NULL,0.9,4.4,Ghost,NULL,50.0,50.0,35,Diamond,60,60,60,105,105,105,495,0,0,0,1,1,0,2,45,Fast,800000,Amorphous,NULL,25
430,Honchkrow,NULL,NULL,0.9,27.3,Dark,Flying,50.0,50.0,35,Diamond,100,125,52,105,52,71,505,0,2,0,0,0,0,2,30,Medium Slow,1059860,Flying,NULL,20
431,Glameow,NULL,NULL,0.5,3.9,Normal,NULL,25.0,75.0,50,Diamond,49,55,42,42,37,85,310,0,0,0,0,0,1,1,190,Fast,800000,Field,NULL,20
432,Purugly,NULL,NULL,1.0,43.8,Normal,NULL,25.0,75.0,50,Diamond,71,82,64,64,59,112,452,0,0,0,0,0,2,2,75,Fast,800000,Field,NULL,20
433,Chingling,NULL,NULL,0.2,0.6,Psychic,NULL,50.0,50.0,50,Diamond,45,30,50,65,50,45,285,0,0,0,1,0,0,1,120,Fast,800000,No Eggs Discovered,NULL,25
434,Stunky,NULL,NULL,0.4,19.2,Poison,Dark,50.0,50.0,50,Diamond,63,63,47,41,41,74,329,0,0,0,0,0,1,1,225,Medium Fast,1000000,Field,NULL,20
435,Skuntank,NULL,NULL,1.0,38.0,Poison,Dark,50.0,50.0,50,Diamond,103,93,67,71,61,84,479,2,0,0,0,0,0,2,60,Medium Fast,1000000,Field,NULL,20
436,Bronzor,NULL,NULL,0.5,60.5,Steel,Psychic,0.0,0.0,50,Diamond,57,24,86,24,86,23,300,0,0,1,0,0,0,1,255,Medium Fast,1000000,Mineral,NULL,20
437,Bronzong,NULL,NULL,1.3,187.0,Steel,Psychic,0.0,0.0,50,Diamond,67,89,116,79,116,33,500,0,0,1,0,1,0,2,90,Medium Fast,1000000,Mineral,NULL,20
438,Bonsly,NULL,NULL,0.5,15.0,Rock,NULL,50.0,50.0,50,Diamond,50,80,95,10,45,10,290,0,0,1,0,0,0,1,255,Medium Fast,1000000,No Eggs Discovered,NULL,20
439,Mime Jr.,NULL,NULL,0.6,13.0,Psychic,Fairy,50.0,50.0,50,Diamond,20,25,45,70,90,60,310,0,0,0,0,1,0,1,145,Medium Fast,1000000,No Eggs Discovered,NULL,25
440,Happiny,NULL,NULL,0.6,24.4,Normal,NULL,0.0,100.0,140,Diamond,100,5,5,15,65,30,220,1,0,0,0,0,0,1,130,Fast,800000,No Eggs Discovered,NULL,40
441,Chatot,NULL,NULL,0.5,1.9,Normal,Flying,50.0,50.0,35,Diamond,76,65,45,92,42,91,411,0,1,0,0,0,0,1,30,Medium Slow,1059860,Flying,NULL,20
442,Spiritomb,NULL,NULL,1.0,108.0,Ghost,Dark,50.0,50.0,50,Diamond,50,92,108,92,108,35,485,0,0,1,0,1,0,2,100,Medium Fast,1000000,Amorphous,NULL,30
443,Gible,NULL,NULL,0.7,20.5,Dragon,Ground,50.0,50.0,50,Diamond,58,70,45,40,45,42,300,0,1,0,0,0,0,1,45,Slow,1250000,Monster,Dragon,40
444,Gabite,NULL,NULL,1.4,56.0,Dragon,Ground,50.0,50.0,50,Diamond,68,90,65,50,55,82,410,0,2,0,0,0,0,2,45,Slow,1250000,Monster,Dragon,40
445,Garchomp,NULL,NULL,1.9,95.0,Dragon,Ground,50.0,50.0,50,Diamond,108,130,95,80,85,102,600,0,3,0,0,0,0,3,45,Slow,1250000,Monster,Dragon,40
445,Garchomp,Mega,NULL,1.9,95.0,Dragon,Ground,50.0,50.0,70,X,108,170,115,120,95,92,700,0,3,0,0,0,0,3,45,Slow,1250000,Monster,Dragon,40
446,Munchlax,NULL,NULL,0.6,105.0,Normal,NULL,87.5,12.5,50,Diamond,135,85,40,40,85,5,390,1,0,0,0,0,0,1,50,Slow,1250000,No Eggs Discovered,NULL,40
447,Riolu,NULL,NULL,0.7,20.2,Fighting,NULL,87.5,12.5,50,Diamond,40,70,40,35,40,60,285,0,1,0,0,0,0,1,75,Medium Slow,1059860,No Eggs Discovered,NULL,25
448,Lucario,NULL,NULL,1.2,54.0,Fighting,Steel,87.5,12.5,50,Diamond,70,110,70,115,70,90,525,0,1,0,1,0,0,2,45,Medium Slow,1059860,Field,Human-Like,25
448,Lucario,Mega,NULL,1.3,57.5,Fighting,Steel,87.5,12.5,70,X,70,145,88,140,70,112,625,0,1,0,1,0,0,2,45,Medium Slow,1059860,Field,Human-Like,25
449,Hippopotas,NULL,NULL,0.8,49.5,Ground,NULL,50.0,50.0,50,Diamond,68,72,78,38,42,32,330,0,0,1,0,0,0,1,140,Slow,1250000,Field,NULL,30
450,Hippowdon,NULL,NULL,2.0,300.0,Ground,NULL,50.0,50.0,50,Diamond,108,112,118,68,72,47,525,0,0,2,0,0,0,2,60,Slow,1250000,Field,NULL,30
451,Skorupi,NULL,NULL,0.8,12.0,Poison,Bug,50.0,50.0,50,Diamond,40,50,90,30,55,65,330,0,0,1,0,0,0,1,120,Slow,1250000,Bug,Water 3,20
452,Drapion,NULL,NULL,1.3,61.5,Poison,Dark,50.0,50.0,50,Diamond,70,90,110,60,75,95,500,0,0,2,0,0,0,2,45,Slow,1250000,Bug,Water 3,20
453,Croagunk,NULL,NULL,0.7,23.0,Poison,Fighting,50.0,50.0,100,Diamond,48,61,40,61,40,50,300,0,1,0,0,0,0,1,140,Medium Fast,1000000,Human-Like,NULL,10
454,Toxicroak,NULL,NULL,1.3,44.4,Poison,Fighting,50.0,50.0,50,Diamond,83,106,65,86,65,85,490,0,2,0,0,0,0,2,75,Medium Fast,1000000,Human-Like,NULL,20
455,Carnivine,NULL,NULL,1.4,27.0,Grass,NULL,50.0,50.0,50,Diamond,74,100,72,90,72,46,454,0,2,0,0,0,0,2,200,Slow,1250000,Grass,NULL,25
456,Finneon,NULL,NULL,0.4,7.0,Water,NULL,50.0,50.0,50,Diamond,49,49,56,49,61,66,330,0,0,0,0,0,1,1,190,Erratic,600000,Water 2,NULL,20
457,Lumineon,NULL,NULL,1.2,24.0,Water,NULL,50.0,50.0,50,Diamond,69,69,76,69,86,91,460,0,0,0,0,0,2,2,75,Erratic,600000,Water 2,NULL,20
458,Mantyke,NULL,NULL,1.0,65.0,Water,Flying,50.0,50.0,50,Diamond,45,20,50,60,120,50,345,0,0,0,0,1,0,1,25,Slow,1250000,No Eggs Discovered,NULL,25
459,Snover,NULL,NULL,1.0,50.5,Grass,Ice,50.0,50.0,50,Diamond,60,62,50,62,60,40,334,0,1,0,0,0,0,1,120,Slow,1250000,Monster,Grass,20
460,Abomasnow,NULL,NULL,2.2,135.5,Grass,Ice,50.0,50.0,50,Diamond,90,92,75,92,85,60,494,0,1,0,1,0,0,2,60,Slow,1250000,Monster,Grass,20
460,Abomasnow,Mega,NULL,2.7,185.0,Grass,Ice,50.0,50.0,70,X,90,132,105,132,105,30,594,0,1,0,1,0,0,2,60,Slow,1250000,Monster,Grass,20
461,Weavile,NULL,NULL,1.1,34.0,Dark,Ice,50.0,50.0,35,Diamond,70,120,65,45,85,125,510,0,1,0,0,0,1,2,45,Medium Slow,1059860,Field,NULL,20
462,Magnezone,NULL,NULL,1.2,180.0,Electric,Steel,0.0,0.0,50,Diamond,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,Mineral,NULL,20
462,Magnezone,NULL,NULL,1.2,180.0,Electric,Steel,0.0,0.0,50,Diamond,70,70,115,130,90,60,535,0,0,0,3,0,0,3,30,Medium Fast,1000000,Mineral,NULL,20
463,Lickilicky,NULL,NULL,1.7,140.0,Normal,NULL,50.0,50.0,50,Diamond,110,85,95,80,95,50,515,3,0,0,0,0,0,3,30,Medium Fast,1000000,Monster,NULL,20
464,Rhyperior,NULL,NULL,2.4,282.8,Ground,Rock,50.0,50.0,50,Diamond,115,140,130,55,55,40,535,0,3,0,0,0,0,3,30,Slow,1250000,Monster,Field,20
465,Tangrowth,NULL,NULL,2.0,128.6,Grass,NULL,50.0,50.0,50,Diamond,100,100,125,110,50,50,535,0,0,2,0,0,0,2,30,Medium Fast,1000000,Grass,NULL,20
466,Electivire,NULL,NULL,1.8,138.6,Electric,NULL,75.0,25.0,50,Diamond,75,123,67,95,85,95,540,0,3,0,0,0,0,3,30,Medium Fast,1000000,Human-Like,NULL,25
467,Magmortar,NULL,NULL,1.6,68.0,Fire,NULL,75.0,25.0,50,Diamond,75,95,67,125,95,83,540,0,0,0,3,0,0,3,30,Medium Fast,1000000,Human-Like,NULL,25
468,Togekiss,NULL,NULL,1.5,38.0,Fairy,Flying,87.5,12.5,50,Diamond,85,50,95,120,115,80,545,0,0,0,2,1,0,3,30,Fast,800000,Flying,Fairy,10
469,Yanmega,NULL,NULL,1.9,51.5,Bug,Flying,50.0,50.0,50,Diamond,86,76,86,116,56,95,515,0,2,0,0,0,0,2,30,Medium Fast,1000000,Bug,NULL,20
470,Leafeon,NULL,NULL,1.0,25.5,Grass,NULL,87.5,12.5,35,Diamond,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,Medium Fast,1000000,Field,NULL,35
470,Leafeon,NULL,NULL,1.0,25.5,Grass,NULL,87.5,12.5,35,Diamond,65,110,130,60,65,95,525,0,0,2,0,0,0,2,45,Medium Fast,1000000,Field,NULL,35
471,Glaceon,NULL,NULL,0.8,25.9,Ice,NULL,87.5,12.5,35,Diamond,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,Field,NULL,35
471,Glaceon,NULL,NULL,0.8,25.9,Ice,NULL,87.5,12.5,35,Diamond,65,60,110,130,95,65,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,Field,NULL,35
